# Star catalog based on Yale Bright Star Catalog v5 (http://tdc-www.harvard.edu/catalogs/bsc5.html)
# ;SAO;_RAJ2000;_DEJ2000;Vmag
5007;257033;200.71916666666667;-72.14666666666668;6.05
5008;119889;200.17333333333332;2.941666666666667;6.26
5009;44570;200.07916666666665;40.150555555555556;5.60
5010;157879;200.3745833333333;-19.48888888888889;6.21
5011;252283;200.64874999999998;-60.97222222222222;6.18
5012;252284;200.65791666666667;-60.98833333333334;4.53
5013;240782;200.5675;-52.183055555555555;5.83
5014;119899;200.4233333333333;2.0872222222222225;5.69
5015;224095;200.71958333333333;-47.94305555555555;6.16
5016;224096;200.7608333333333;-48.562777777777775;6.38
5017;119905;200.54041666666663;5.154722222222222;5.87
5018;252293;201.00208333333333;-64.53583333333333;4.53
5019;257041;201.27958333333328;-74.88777777777779;5.05
5020;204420;200.78624999999997;-33.19;6.22
5021;157899;200.7545833333333;-17.735277777777778;5.37
5022;44582;200.51583333333332;43.903055555555554;6.35
5023;224104;200.96791666666664;-49.823055555555555;6.48
5024;139308;200.82874999999999;-4.924444444444445;5.89
5025;252304;201.30791666666664;-64.48527777777778;5.31
5026;257042;201.45874999999998;-70.6275;5.67
5027;139324;201.13833333333332;-5.16388888888889;5.75
5028;257047;201.82624999999996;-74.69194444444445;6.63
5029;63514;200.97499999999997;37.03388888888889;6.07
5030;100553;201.1270833333333;12.431944444444444;6.44
5031;28737;200.98124999999996;54.92527777777777;2.27
5032;28738;200.98499999999996;54.92166666666667;3.95
5033;157923;201.2983333333333;-11.161388888888888;0.98
5034;82825;201.27791666666664;23.854444444444447;5.78
5035;204465;201.5325;-39.75527777777778;5.09
